,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
84,32305218,01/01/2016 12:27:18 AM,01/01/2016 02:55:42 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11356.0,11-35 128 STREET,128 STREET,11 AVENUE,14 AVENUE,,,ADDRESS,COLLEGE POINT,,Precinct,Closed,01/01/2016 08:27:18 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2016 02:55:42 AM,07 QUEENS,QUEENS,1028534.0,226206.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.787448424954576,-73.84008202383659,"(40.787448424954576, -73.8400820238366)"
85,32306648,01/01/2016 12:27:21 AM,01/01/2016 06:51:22 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11229.0,2662 OCEAN AVENUE,OCEAN AVENUE,AVENUE V,GRAVESEND NECK ROAD,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/01/2016 08:27:21 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2016 06:51:22 AM,15 BROOKLYN,BROOKLYN,997883.0,156677.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59670792799608,-73.95090929569977,"(40.59670792799608, -73.95090929569977)"
86,32310182,01/01/2016 12:27:38 AM,01/01/2016 01:48:54 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10019.0,554 WEST 53 STREET,WEST 53 STREET,10 AVENUE,11 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,01/01/2016 08:27:38 AM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,01/01/2016 01:48:55 AM,04 MANHATTAN,MANHATTAN,986381.0,218842.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.767346877358015,-73.99230687922609,"(40.767346877358015, -73.99230687922609)"
87,32305268,01/01/2016 12:27:51 AM,01/01/2016 06:10:26 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385.0,61-48 MADISON STREET,MADISON STREET,FRESH POND ROAD,64 STREET,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,01/01/2016 08:27:51 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2016 06:10:26 AM,05 QUEENS,QUEENS,1013161.0,197043.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70746704339695,-73.8957221617425,"(40.707467043396946, -73.8957221617425)"
88,32308658,01/01/2016 12:28:00 AM,01/01/2016 01:18:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,PARK AVE,169 ST E,INTERSECTION,,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/01/2016 01:18:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
89,32310191,01/01/2016 12:28:05 AM,01/01/2016 03:14:10 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420.0,114-30 116 STREET,116 STREET,LINDEN BOULEVARD,ROCKAWAY BOULEVARD,,,ADDRESS,SOUTH OZONE PARK,,Precinct,Closed,01/01/2016 08:28:05 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2016 03:14:10 AM,10 QUEENS,QUEENS,1033406.0,186166.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67752294319872,-73.82278087343016,"(40.67752294319872, -73.82278087343016)"
90,32310083,01/01/2016 12:29:00 AM,01/11/2016 08:30:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,CATON AVE,OCEAN PKWY,INTERSECTION,,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/11/2016 08:30:00 PM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
91,32308811,01/01/2016 12:29:03 AM,01/01/2016 03:43:46 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11361.0,45-50 215 PLACE,215 PLACE,NORTHERN BOULEVARD,46 AVENUE,,,ADDRESS,BAYSIDE,,Precinct,Closed,01/01/2016 08:29:03 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2016 03:43:46 AM,11 QUEENS,QUEENS,1049015.0,215984.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75926545263436,-73.7662200345285,"(40.75926545263436, -73.7662200345285)"
92,32318649,01/01/2016 12:29:21 AM,01/04/2016 01:02:04 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11208.0,260 ESSEX STREET,ESSEX STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/04/2016 01:02:04 PM,05 BROOKLYN,BROOKLYN,1016802.0,186190.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6776654474885,-73.88264205538559,"(40.6776654474885, -73.8826420553856)"
93,32310854,01/01/2016 12:30:00 AM,01/04/2016 10:51:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10028.0,445 E 83 ST,E 83 ST,1 AVE,YORK AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection sent a letter to the complainant and/or respondent and the letter was returned as undeliverable.,01/04/2016 10:51:00 AM,Unspecified MANHATTAN,MANHATTAN,998168.0,221450.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.774494456967474,-73.94974924771604,"(40.77449445696748, -73.94974924771603)"
94,32310268,01/01/2016 12:30:14 AM,01/01/2016 02:46:41 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11432.0,88-05 171 STREET,171 STREET,88 AVENUE,89 AVENUE,,,ADDRESS,JAMAICA,,Precinct,Closed,01/01/2016 08:30:14 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2016 02:46:41 AM,12 QUEENS,QUEENS,1042413.0,198047.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71007884590344,-73.79020601438833,"(40.71007884590344, -73.79020601438833)"
95,32310203,01/01/2016 12:30:26 AM,01/01/2016 01:50:23 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206.0,87 STAGG STREET,STAGG STREET,LORIMER STREET,LEONARD STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/01/2016 08:30:26 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2016 01:50:23 AM,01 BROOKLYN,BROOKLYN,998897.0,197645.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.709154499991314,-73.94716903968074,"(40.709154499991314, -73.94716903968074)"
96,32309645,01/01/2016 12:30:42 AM,01/01/2016 01:22:16 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11236.0,711 EAST 108 STREET,EAST 108 STREET,GLENWOOD ROAD,FLATLANDS AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/01/2016 08:30:42 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2016 01:22:16 AM,18 BROOKLYN,BROOKLYN,1013639.0,176217.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65030285829364,-73.89408890670363,"(40.65030285829364, -73.89408890670362)"
97,32307982,01/01/2016 12:31:02 AM,01/01/2016 01:16:31 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10456.0,1187 BOSTON ROAD,BOSTON ROAD,HOME STREET,JACKSON AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,01/01/2016 08:31:02 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2016 01:16:31 AM,03 BRONX,BRONX,1011172.0,241389.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.829191475227375,-73.9027185612542,"(40.829191475227375, -73.9027185612542)"
98,32305965,01/01/2016 12:31:06 AM,01/01/2016 01:50:17 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10036.0,426 WEST 48 STREET,WEST 48 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,01/01/2016 08:31:06 AM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,01/01/2016 01:50:17 AM,04 MANHATTAN,MANHATTAN,986792.0,217124.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76263130254668,-73.99082377828906,"(40.76263130254668, -73.99082377828904)"
99,32308333,01/01/2016 12:31:14 AM,01/06/2016 01:07:05 PM,DOT,Department of Transportation,Street Condition,Cave-in,Street,11219.0,5417 13 AVENUE,13 AVENUE,54 STREET,NEW UTRECHT AVENUE,,,ADDRESS,BROOKLYN,,,Closed,01/11/2016 12:31:14 AM,"The  Department of Transportation inspected the condition you reported and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If after that time the condition still exists, the Agency may issue the responsible party a summons and/or correct the condition.",01/06/2016 01:07:05 PM,12 BROOKLYN,BROOKLYN,985604.0,169580.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.632134378632045,-73.99512182977598,"(40.632134378632045, -73.99512182977598)"
100,32309392,01/01/2016 12:31:24 AM,01/01/2016 02:19:07 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10461.0,3151 EAST TREMONT AVENUE,EAST TREMONT AVENUE,CODDINGTON AVENUE,LA SALLE AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,01/01/2016 08:31:24 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2016 02:19:07 AM,10 BRONX,BRONX,1030021.0,244520.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8377075854206,-73.83458731019586,"(40.8377075854206, -73.83458731019586)"
101,32314565,01/01/2016 12:31:26 AM,01/02/2016 10:04:19 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11220.0,553 51 STREET,51 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",01/02/2016 10:04:19 AM,07 BROOKLYN,BROOKLYN,981546.0,173852.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64385979749979,-74.00974364126687,"(40.64385979749979, -74.00974364126687)"
102,32306677,01/01/2016 12:31:33 AM,01/01/2016 02:41:50 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222.0,66 GREEN STREET,GREEN STREET,WEST STREET,FRANKLIN STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/01/2016 08:31:33 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2016 02:41:50 AM,01 BROOKLYN,BROOKLYN,995553.0,206448.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73332151143353,-73.95921588689447,"(40.73332151143353, -73.95921588689447)"
103,32308036,01/01/2016 12:32:00 AM,01/01/2016 01:30:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11101.0,,,,,BORDEN AVENUE,25 STREET,INTERSECTION,Long Island City,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/01/2016 01:30:00 AM,02 QUEENS,QUEENS,999407.0,208720.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.739551824138886,-73.94530455416789,"(40.73955182413888, -73.94530455416789)"
104,32305928,01/01/2016 12:32:18 AM,01/01/2016 02:33:58 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221.0,875 GATES AVENUE,GATES AVENUE,STUYVESANT AVENUE,MALCOLM X BOULEVARD,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/01/2016 08:32:18 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2016 02:33:58 AM,03 BROOKLYN,BROOKLYN,1003258.0,190096.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.688425968290524,-73.93146045215875,"(40.68842596829052, -73.93146045215875)"
105,32306500,01/01/2016 12:32:21 AM,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10468.0,2337 GRAND CONCOURSE,GRAND CONCOURSE,EAST 183 STREET,FIELD PLACE,,,ADDRESS,BRONX,,,Pending,02/07/2016 12:32:21 AM,The Department of Health and Mental Hygiene has received and processed your complaint.  The facility will receive an inspection from the Bureau of Food Safety and Community Sanitation.  Inspection results are not published.,01/04/2016 11:17:30 AM,05 BRONX,BRONX,1012082.0,252034.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85840604170503,-73.89938613893433,"(40.85840604170503, -73.89938613893433)"
106,32309176,01/01/2016 12:32:31 AM,01/01/2016 01:39:08 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385.0,60-55 WOODBINE STREET,WOODBINE STREET,60 PLACE,FRESH POND ROAD,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,01/01/2016 08:32:31 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2016 01:39:08 AM,05 QUEENS,QUEENS,1012283.0,197035.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70744791054564,-73.89888901250218,"(40.70744791054564, -73.89888901250218)"
107,32308187,01/01/2016 12:32:34 AM,01/01/2016 04:09:38 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463.0,601 KAPPOCK STREET,KAPPOCK STREET,NETHERLAND AVENUE,KNOLLS CRESCENT,,,ADDRESS,BRONX,,Precinct,Closed,01/01/2016 08:32:34 AM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,01/01/2016 04:09:38 AM,08 BRONX,BRONX,1007289.0,259523.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87897486267529,-73.91668727693269,"(40.878974862675285, -73.91668727693269)"
108,32311013,01/01/2016 12:33:00 AM,01/01/2016 02:20:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10305.0,46 BEVERLY RD,BEVERLY RD,RADCLIFF RD,BRIARCLIFF RD,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,01/01/2016 02:20:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,963472.0,157598.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.599222015293954,-74.07482176566215,"(40.59922201529395, -74.07482176566215)"
109,32309386,01/01/2016 12:33:01 AM,01/01/2016 06:34:26 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11369.0,,,GRAND CENTRAL PARKWAY EN WB,GRAND CENTRAL PKWY WB EN 94 ST,,,PLACENAME,EAST ELMHURST,LA GUARDIA AIRPORT,Precinct,Closed,01/01/2016 08:33:01 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2016 06:34:26 AM,80 QUEENS,QUEENS,1018236.0,221443.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77442086598845,-73.87729410513894,"(40.77442086598845, -73.87729410513894)"
110,32308042,01/01/2016 12:33:03 AM,01/01/2016 05:01:47 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221.0,919 LAFAYETTE AVENUE,LAFAYETTE AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/01/2016 08:33:03 AM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,01/01/2016 05:01:47 AM,03 BROOKLYN,BROOKLYN,1002129.0,191290.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.691705575177885,-73.93552825987513,"(40.69170557517788, -73.93552825987513)"
111,32310120,01/01/2016 12:33:19 AM,01/01/2016 02:09:44 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10031.0,516 WEST 153 STREET,WEST 153 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,Precinct,Closed,01/01/2016 08:33:19 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2016 02:09:44 AM,09 MANHATTAN,MANHATTAN,999567.0,241881.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.830569623716286,-73.94465156921731,"(40.830569623716286, -73.94465156921731)"
112,32310202,01/01/2016 12:34:08 AM,01/01/2016 03:04:54 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11367.0,141-19 JEWEL AVENUE,JEWEL AVENUE,141 STREET,MAIN STREET,,,ADDRESS,FLUSHING,,Precinct,Closed,01/01/2016 08:34:08 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2016 03:04:54 AM,08 QUEENS,QUEENS,1032996.0,205225.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.729837579895026,-73.82412105618961,"(40.72983757989502, -73.82412105618961)"
113,32318795,01/01/2016 12:34:38 AM,01/07/2016 12:14:46 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10470.0,4393 MARTHA AVENUE,MARTHA AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,01/07/2016 12:14:46 PM,12 BRONX,BRONX,1021395.0,267940.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.90202874599831,-73.86563109207698,"(40.90202874599831, -73.86563109207698)"
114,32309297,01/01/2016 12:35:07 AM,01/01/2016 02:04:25 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457.0,255 EAST 175 STREET,EAST 175 STREET,MONROE AVENUE,TOPPING AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,01/01/2016 08:35:07 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2016 02:04:25 PM,05 BRONX,BRONX,1010310.0,247770.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84670804381169,-73.9058085639448,"(40.84670804381169, -73.90580856394479)"
115,32308667,01/01/2016 12:35:07 AM,01/01/2016 03:58:53 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11230.0,1002 FOSTER AVENUE,FOSTER AVENUE,EAST 10 STREET,CONEY ISLAND AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/01/2016 08:35:07 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2016 03:58:53 PM,14 BROOKLYN,BROOKLYN,993294.0,169524.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63197615710564,-73.96741649342442,"(40.63197615710564, -73.96741649342442)"
116,32310349,01/01/2016 12:35:28 AM,01/01/2016 10:01:47 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452.0,1425 TOWNSEND AVENUE,TOWNSEND AVENUE,EAST 170 STREET,EAST 171 STREET,,,ADDRESS,BRONX,,Precinct,Closed,01/01/2016 08:35:28 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2016 10:01:47 AM,04 BRONX,BRONX,1007380.0,245481.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84043357320546,-73.91640666366692,"(40.84043357320546, -73.91640666366692)"
117,32310368,01/01/2016 12:35:30 AM,01/01/2016 07:47:26 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467.0,2572 WALLACE AVENUE,WALLACE AVENUE,BOSTON ROAD,ALLERTON AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,01/01/2016 08:35:30 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2016 07:47:26 AM,11 BRONX,BRONX,1021733.0,254230.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.864397692308394,-73.86448513165125,"(40.86439769230839, -73.86448513165125)"
118,32318739,01/01/2016 12:35:34 AM,01/04/2016 11:26:34 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10462.0,2090 EAST TREMONT AVENUE,EAST TREMONT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/04/2016 11:26:34 AM,09 BRONX,BRONX,1023613.0,246058.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84195982947876,-73.85773623267771,"(40.84195982947876, -73.8577362326777)"
119,32309542,01/01/2016 12:35:53 AM,01/01/2016 07:26:36 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456.0,1271 MORRIS AVENUE,MORRIS AVENUE,EAST 168 STREET,EAST 169 STREET,,,ADDRESS,BRONX,,Precinct,Closed,01/01/2016 08:35:53 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2016 07:26:36 AM,04 BRONX,BRONX,1008275.0,243445.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83484295688418,-73.91317937007253,"(40.83484295688418, -73.91317937007253)"
120,32307446,01/01/2016 12:35:58 AM,01/01/2016 02:20:14 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222.0,99 COMMERCIAL STREET,COMMERCIAL STREET,BOX STREET,ASH STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/01/2016 08:35:58 AM,The Police Department responded to the complaint and took action to fix the condition.,01/01/2016 02:20:14 AM,01 BROOKLYN,BROOKLYN,996470.0,208062.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.737750323290356,-73.95590418542173,"(40.737750323290356, -73.95590418542173)"
121,32305246,01/01/2016 12:36:12 AM,01/01/2016 01:24:45 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10012.0,173 BLEECKER STREET,BLEECKER STREET,SULLIVAN STREET,MAC DOUGAL STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,01/01/2016 08:36:12 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2016 01:24:45 AM,02 MANHATTAN,MANHATTAN,984081.0,204831.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72889046320513,-74.00060975462769,"(40.72889046320513, -74.00060975462769)"
